,Brand,Product,Price,Rating,Reviews
116,CHARLOTTE TILBURY,Colour Chameleon Eye Shadow Pencil,$27.00,29.2K loves,490 reviews
117,BOBBI BROWN,Nude Drama Eyeshadow Palette,$59.00,39.1K loves,191 reviews
118,KVD VEGAN BEAUTY,Ink Liner,$21.00,90.5K loves,2K reviews
119,MILK MAKEUP,Flex Concealer,$28.00,48.6K loves,481 reviews
120,ANASTASIA BEVERLY HILLS,Clear Brow Gel Mini,$9.00,3.4K loves,0 reviews
121,URBAN DECAY,Moondust Eyeshadow,$22.00,132.9K loves,964 reviews
122,KVD VEGAN BEAUTY,Ink Well Long-Wear Matte Eyeliner in Lolita,$20.00 $10.00,8.6K loves,74 reviews
123,NATASHA DENONA,Sunrise Eyeshadow Palette,$65.00,48.4K loves,371 reviews
124,SEPHORA COLLECTION,House of Lashes® Eyelash Adhesive,$9.00,63.7K loves,830 reviews
125,TOO FACED,Natural Lust Palette,$59.00,38.3K loves,206 reviews
126,BENEFIT COSMETICS,Roller Liner Waterproof Liquid Eyeliner,$22.00,14.9K loves,1K reviews
127,ANASTASIA BEVERLY HILLS,Sugar Glow Kit,$40.00,132.1K loves,821 reviews
128,SEPHORA COLLECTION,Colorful Waterproof Eyeliner,$12.00,14.9K loves,549 reviews
129,NARS,High-Pigment Longwear Eyeliner,$24.00,6.3K loves,77 reviews
130,HUDA BEAUTY,Neon Obsessions Palette,$29.00,79.2K loves,527 reviews
131,COVER FX,Power Play Concealer,$30.00,36.8K loves,370 reviews
132,SHISEIDO,Full Lash and Brow Serum,$36.00,33.3K loves,406 reviews
133,SEPHORA COLLECTION,Sephora PRO Editorial Palette,$68.00 $45.00,57.3K loves,250 reviews
134,BOBBI BROWN,Creamy Concealer Kit,$39.00,29.2K loves,543 reviews
135,MILK MAKEUP,KUSH Growhouse Lash + Brow Serum,$48.00,21.8K loves,267 reviews
136,HOURGLASS,Arch Brow Volumizing Fiber Gel,$28.00,23.3K loves,795 reviews
137,SMASHBOX,Studio Skin Flawless 24 Hour Concealer,$25.00,13.4K loves,684 reviews
138,CLINIQUE,Quickliner for Eyes,$19.00,17.8K loves,1K reviews
139,MAKE UP FOR EVER,Smoky Extravagant Mascara,$24.00,39.8K loves,1K reviews
140,SEPHORA COLLECTION,Tinted & Cooling Eye Primer,$14.00 $3.00,12.5K loves,121 reviews
141,WANDER BEAUTY,Mile High Club Mascara,$26.00,4.6K loves,803 reviews
142,TARTE,SEA Surfer Curl Volumizing Mascara Mini,$12.00,5.3K loves,27 reviews
143,DIOR,Diorshow Pump ‘N’ Volume HD Mascara,$29.50,4.9K loves,151 reviews
144,SMASHBOX,Super Fan Mascara,$21.00,10.8K loves,1K reviews
145,HOURGLASS,Arch Brow Micro Sculpting Pencil,$28.00,11.7K loves,519 reviews
146,BENEFIT COSMETICS,Browmazing Deal Eyebrow Pencil Set,"$32.00
($48.00 value)",6.5K loves,11 reviews
147,YVES SAINT LAURENT,The Shock Volumizing Mascara,$29.00,20.8K loves,823 reviews
148,BENEFIT COSMETICS,BADgal BANG! Volumizing Mascara Mini,$13.00,17.2K loves,289 reviews
149,TWEEZERMAN,Stainless Steel Slant Tweezer,$23.00,14K loves,206 reviews
150,LANEIGE,Lip Sleeping Mask,$20.00,309.1K loves,8K reviews
151,CHARLOTTE TILBURY,Matte Revolution Lipstick,$34.00,135.5K loves,719 reviews
152,SEPHORA COLLECTION,Cream Lip Stain Liquid Lipstick,$15.00,606.6K loves,9K reviews
153,TOO FACED,Lip Injection Extreme Lip Plumper,$29.00,126K loves,2K reviews
154,BUXOM,Full-On™ Plumping Lip Polish Gloss,$21.00,386K loves,12K reviews
155,FRESH,Sugar Advanced Therapy Lip Treatment,$26.00,90K loves,2K reviews
156,DIOR,Lip Glow Diormania,$34.00,5.6K loves,6 reviews
157,BUXOM,Full-On™ Plumping Lip Cream Gloss,$21.00,187.8K loves,2K reviews
158,NARS,Afterglow Lip Balm,$28.00,78.6K loves,678 reviews
159,PAT MCGRATH LABS,LUST: Lip Gloss,$30.00,129.9K loves,448 reviews
160,GIVENCHY,Le Rouge Metallic Lipstick,$39.00,847 loves,0 reviews
161,CHARLOTTE TILBURY,Superstar Lips Lipstick,$34.00,22.3K loves,105 reviews
162,FENTY BEAUTY BY RIHANNA,Mattemoiselle Plush Matte Lipstick,$18.00,329.5K loves,2K reviews
163,CHARLOTTE TILBURY,Lip Lustre Lip Gloss,$22.00,27.9K loves,106 reviews
164,LANEIGE,Kiss Me All Day,"$35.00
($51.00 value)",26.6K loves,72 reviews
165,DRUNK ELEPHANT,Lippe Balm,$18.00,51.7K loves,1K reviews
166,SEPHORA COLLECTION,#LIPSTORIES,$9.00,263K loves,2K reviews
167,CHARLOTTE TILBURY,Hot Lips Lipstick 2,$37.00,64K loves,232 reviews
168,YVES SAINT LAURENT,Tatouage Couture Liquid Matte Lip Stain,$37.00,153.7K loves,835 reviews
169,MARC JACOBS BEAUTY,Le Marc Lip Crème Lipstick,$32.00,124.6K loves,1K reviews
170,NARS,Velvet Matte Lipstick Pencil Duo,"$20.00
($40.00 value)",92.7K loves,92 reviews
171,HOURGLASS,Confession™ Ultra Slim High Intensity Refillable Lipstick,$36.00,74.1K loves,752 reviews
172,NARS,Lip Gloss,$24.00,142.2K loves,954 reviews
173,CHRISTIAN LOUBOUTIN,Silky Satin Lip Colour,$90.00,33.2K loves,79 reviews
174,TOO FACED,Peach Kiss Moisture Matte Long Wear Lipstick – Peaches and Cream Collection,$21.00,128.6K loves,635 reviews
175,KAJA,Heart Melter Lip Gloss Stick,$17.00,37.1K loves,181 reviews
176,BOBBI BROWN,Crushed Oil-Infused Gloss,$27.00,8.1K loves,11 reviews
177,FENTY BEAUTY BY RIHANNA,Pro Kiss'r Duo: Scrubstick + Lip Balm Set,"$29.00
($34.00 value)",6.6K loves,9 reviews
178,CIATÉ LONDON,Glitter Flip,$19.00 $9.50,89.1K loves,912 reviews
179,KVD VEGAN BEAUTY,XO Vinyl Lip Cream Lip Gloss,$20.00,4.1K loves,9 reviews
180,URBAN DECAY,Vice Lip Chemistry Lip Stain,$22.00,10.5K loves,59 reviews
181,TARTE,SEA Color Splash Lipstick,$21.00,164.4K loves,1K reviews
182,PAT MCGRATH LABS,Obsessive Opulence: MatteTrance™ Lipstick,$40.00,15.6K loves,16 reviews
183,TOWER 28 BEAUTY,ShineOn Jelly Lip Gloss,$14.00,12.9K loves,78 reviews
184,FRESH,Sugar Lip Caramel Hydrating Balm,$18.00,39.2K loves,949 reviews
185,GIVENCHY,Rouge Interdit Vinyl Color Enhancing Lipstick,$34.00,48.3K loves,231 reviews
186,KOSAS,Wet Lip Oil Gloss,$27.00,15.5K loves,42 reviews
187,DIOR,Rouge Dior Ultra Rouge Lipstick,$38.00,30.6K loves,83 reviews
188,TOM FORD,Extreme Lip Spark Lipstick,$55.00,9.8K loves,26 reviews
189,DIOR,Dior Addict Lacquer Plump,$38.00,46.6K loves,255 reviews
190,BITE BEAUTY,Crystal Crème Shimmer Lip Crayon,$24.00,13.1K loves,96 reviews
191,TOO FACED,Melted Matte Liquified Matte Long Wear Lipstick,$21.00,273.4K loves,2K reviews
192,BOBBI BROWN,Luxe Lipstick,$38.00,47.1K loves,222 reviews
193,FENTY BEAUTY BY RIHANNA,"Frost Bunny, Frost Hunny, Frost Money Frosted Metal Lipstick 3-pc Set",$39.00 $19.00,40.4K loves,135 reviews
194,AETHER BEAUTY,Radiant Ruby Lip Crème,$28.00,2K loves,8 reviews
195,TARTE,SEA H2O Lip Gloss,$19.00,52.2K loves,338 reviews
196,ILIA,Tinted Lip Conditioner,$28.00,27.7K loves,168 reviews
197,TOO FACED,Natural Nudes Lipstick,$22.00,61.9K loves,233 reviews
198,GIVENCHY,Rouge Interdit Vinyl Color Enhancing Lipstick - 16 Noir Revelateur,$34.00,0 loves,110 reviews
199,HOURGLASS,GIRL Lip Stylo,$34.00,53.7K loves,951 reviews
200,CLARINS,Lip Comfort Oil,$26.00,50.5K loves,393 reviews
201,SEPHORA COLLECTION,Melting Lip Clicks,$14.00,26.3K loves,299 reviews
202,GRANDE COSMETICS,GrandeLIPS Hydrating Lip Plumper Gloss,$27.00,40.5K loves,1K reviews
203,SEPHORA COLLECTION,Mini Cream Lip Stain Set,"$10.00
($21.00 value)",2.6K loves,7 reviews
204,BEAUTYBIO,GloPRO® Microneedling Facial Regeneration Tool Set,"$249.00
($269.00 value)",4.2K loves,12 reviews
205,DIOR,Dior Addict Lip Sugar Scrub,$34.00,14.9K loves,152 reviews
206,BAREMINERALS,GEN NUDE™ Radiant Lipstick,$20.00,32.9K loves,227 reviews
207,IT COSMETICS,Je Ne Sais Quoi Hydrating Lip Balm Treatment,$25.00,15.8K loves,180 reviews
208,LAURA MERCIER,Stick Gloss,$28.00,11.7K loves,566 reviews
209,TOM FORD,Lip Color Sheer,$55.00,17.1K loves,33 reviews
210,BAREMINERALS,Gen Nude Patent Liquid Lipstick,$20.00,18.9K loves,207 reviews
211,PAT MCGRATH LABS,BlitzTrance™ Lipstick,$40.00,39.9K loves,158 reviews
212,BAREMINERALS,Mineralist Hydra-Smoothing Lipstick,$20.00,2.2K loves,481 reviews
213,INC.REDIBLE,Say It Jelly Shot,$10.00 $6.00,3.4K loves,9 reviews
214,LAURA MERCIER,Longwear Lip Liner,$26.00,3.1K loves,11 reviews
215,GUERLAIN,Liplift Lip Primer,$37.00,8.7K loves,319 reviews
216,BOBBI BROWN,Luxe Matte Lipstick,$38.00,13.8K loves,93 reviews
217,BECCA,Liptuitive Glow Lip Gloss,$25.00,32.7K loves,408 reviews
218,MELT COSMETICS,Allday Everyday Lipliner,$17.00,6.1K loves,14 reviews
219,FRESH,Sugar Lemon Hydrating Lip Balm,$18.00,19.6K loves,154 reviews
220,SEPHORA COLLECTION,Rouge Cream Lipstick,$13.00 $4.00,150.7K loves,3K reviews
221,NUDESTIX,Intense Matte Lip + Cheek Pencil,$26.00,28.9K loves,197 reviews
222,ARMANI BEAUTY,Ecstasy Lacquer Lip Gloss,$38.00,47.3K loves,127 reviews
223,DIOR,BACKSTAGE Lip Palette,$49.00,6.2K loves,25 reviews
224,WINKY LUX,Glimmer Balm,$16.00,12.9K loves,80 reviews
225,TARTE,Amazonian Clay 12-Hour Blush,$29.00,318.2K loves,5K reviews
226,NARS,Bronzer Powder,$40.00,96.2K loves,3K reviews
227,NARS,Afterglow Overlust Cheek Palette,"$59.00
($125.00 value)",10K loves,19 reviews
228,LAURA MERCIER,Blush Colour Infusion,$30.00,26.7K loves,103 reviews
229,NUDESTIX,Nudies Matte Blush & Bronze,$32.00,52K loves,314 reviews
230,BENEFIT COSMETICS,The Cheekleaders Cheek Palette,"$60.00 $45.00
($150.00 value)",26.4K loves,114 reviews
231,SMASHBOX,Step-By-Step Contour Kit,$35.00,108.1K loves,1K reviews
232,PATRICK TA,Monochrome Moment - Velvet Blush,$32.00,22.1K loves,112 reviews
